facility_type,lon,lat,name
government,-66.1180424,18.4637207,Compañía de Turismo de Puerto Rico
government,-66.111424,18.4661709,Centro de Recepciones Oficiales del Gobierno
government,-66.0588214,18.3919777,Edificio Agencias Ambientales
government,-66.0694414,18.4548488,Centro Urbano del Condado
government,-66.0895764,18.4611613,US Food & Drug Administration
government,-66.0988989,18.4625447,
government,-66.079518,18.4533097,Administración de Vivienda Pública
government,-66.0673374,18.4392815,Departamento de Recreación y Deportes
government,-66.0707555,18.4474936,Centro de Servicios Integrados Departamento de Familia
government,-66.0610008,18.4370138,CESCO de Sagrado Corazón
government,-66.1120691,18.36184,Centro Gubernamental de Guaynabo
government,-66.1124956,18.3586637,Casa Alcaldía de Guaynabo
government,-66.0729443,18.4474361,Autoridad de Tierras
government,-66.1120236,18.3587147,Casa Alcaldía de Guaynabo - Anexo I
government,-66.1116032,18.3587122,Legislatura Municipal de Guaynabo
government,-66.1557804,18.3961737,Casa Alcaldía de Bayamón
government,-66.0631774,18.4284872,Comisión Estatal de Elecciones
government,-66.0955542,18.4539899,Autoridad de los Puertos - Negociado Marítimo
government,-66.0941275,18.4557407,Autoridad de los Puertos
government,-66.0526387,18.4491382,Junta de Inscripción Permanente San Juan 1-A (CEE)
government,-66.0499693,18.3968073,Centro de Gestión Única Laboral
government,-66.0837665,18.3942578,Departamento de la Familia
government,-66.0823085,18.3914216,Comisión Industrial de Puerto Rico
government,-66.1068111,18.3877735,Junta de Gobierno del Servicio 9-1-1
government,-66.0666681,18.3819332,Departamento de Salud
government,-66.0804623,18.388037,Autoridad Metropolitana de Autobuses
government,-66.0844427,18.3630383,CRIM
government,-66.0500193,18.4129485,Unión Independiente Auténtica de la Autoridad de Acueductos y Alcantarillados
government,-66.0459833,18.4239842,Departamento de la Familia
government,-66.0721662,18.3734193,Oficinas AEE - Edificio Ingeniero Julio A. Negroni Arizmendi
government,-66.0706005,18.4281504,Área de Embellecimiento y Ornato
government,-66.071115,18.4321479,Comisión Estatal de Elecciones - Centro de Operaciones Electorales
government,-66.1111012,18.3547364,Junta de Inscripción Permanente
government,-66.0963493,18.4532644,"Autoridad de los Puertos - Conservación, Marítimo y Talleres"
government,-65.9957975,18.3921993,
government,-65.9555621,18.3814089,Casa Alcaldía de Carolina
government,-65.9555165,18.3809934,Legislatura Municipal de Carolina
government,-65.9388651,18.3777637,CESCO Carolina
government,-65.9920442,18.4316199,"National Weather Service - San Juan, PR"
government,-66.1970721,18.4393249,Centro Gubernamental de Toa Baja Anacleto Ortiz Santana
government,-65.9900834,18.3958842,Corporación del Fondo del Seguro del Estado
government,-65.9677636,18.3805282,Agencia Estatal para el Manejo de Emergencias - Carolina
government,-66.1216041,18.4410413,Casa Alcaldía de Cataño
government,-66.0065326,18.3521441,Casa Alcaldía de Trujillo Alto
government,-66.1204436,18.4410855,Oficinas de Servicios Múltiples
government,-66.1202102,18.4412709,Departamento de la Familia
government,-66.0073641,18.3547204,Casa Alcaldía de Trujillo Alto Elsie Calderón Rodríguez
government,-66.2121865,18.4169502,Centro de Servicios Integrados de Toa Baja
government,-66.1230236,18.4406842,Centro de Actividades Múltiples Wilson Ramos Cortés
government,-66.1293276,18.4428912,Departamento de Salud
government,-66.0153921,18.3716567,Departamento de la Familia - Trujillo Alto
government,-66.1216583,18.4404857,Municipio Autónomo de Cataño
government,-66.1233305,18.4396642,"Comité Félix Delgado ""El Cano"""
government,-66.1061601,18.3889918,First Transit Puerto Rico Inc.
substation,-66.0660911,18.4476139,
substation,-66.0780513,18.4462356,Subestación Viaducto I
substation,-66.0679783,18.4270126,Subestación Hato Rey 1420
substation,-66.0565209,18.3439072,
substation,-66.0730377,18.3728888,Subestación Monacillos
substation,-66.2262437,18.4132877,Subestación Candelaria Arenas
substation,-65.9876718,18.3221157,Subestación Quebrada Negrito
substation,-66.2308632,18.34687,Subestación Piñas
substation,-65.990947,18.3436478,
substation,-65.9096278,18.3747608,Subestación Canóvanas
substation,-66.1856686,18.349586,Subestación Rexville
substation,-66.1406293,18.398782,Subestación Bayamón
substation,-65.9810258,18.395243,Subestación Sabana Llana II
substation,-66.0760882,18.454173,Subestación Santurce
substation,-66.060246,18.4345157,Subestación Martín Peña
substation,-66.143316,18.3734882,Subestación UPR - Bayamón
substation,-66.0690707,18.450832,Subestación Minillas - 1114
substation,-66.0778643,18.4466301,Subestación Viaducto II
substation,-66.0867041,18.4541812,
substation,-66.1399541,18.4234338,Subestación Cataño
substation,-66.0669751,18.4521612,Subestación Condado - 1133
substation,-66.0679219,18.4070501,Subestación Fonalleda
substation,-66.0901848,18.4621143,Subestación Parques y Recreos
substation,-66.0607131,18.4509197,Subestación Taft
substation,-66.0474904,18.4012651,
substation,-66.0475598,18.4012719,
substation,-66.1044622,18.4269674,
substation,-66.0571849,18.4124287,Subestación Fátima
substation,-66.1260116,18.3816711,Subestación Río Bayamón
substation,-66.0687042,18.4408991,Subestación Egozcue
substation,-66.0675614,18.4223859,Subestación Tres Monjitas - 1414
substation,-65.992575,18.3966997,Subestación San Antón
substation,-65.9807973,18.3943652,Subestación Sabana Llana I
substation,-66.055757,18.3970599,Subestación Venezuela
substation,-66.0113391,18.4102452,Subestación Campo Llano
substation,-66.0702447,18.4225773,
substation,-66.0729889,18.4505628,Subestación Villamil
substation,-66.0600857,18.4268981,Subestación Hato Rey 1404
substation,-66.0474712,18.406049,Subestación Universidad
substation,-66.0826163,18.4500082,Subestación Miramar 1107
substation,-66.1119631,18.3697374,Subestación Los Frailes
substation,-66.1111198,18.3648495,Subestación Guaynabo Pueblo
substation,-66.0852318,18.3134867,Subestación Río
substation,-65.9868359,18.4377781,Subestación Base Muñiz
substation,-66.0126185,18.3436,Subestación Conquistador
substation,-66.0096964,18.436535,Subestación Aeropuerto
substation,-66.0720811,18.3991227,
substation,-66.0729881,18.3923049,Subestación Centro Médico
substation,-66.1008387,18.4644015,Subestación Puerta de Tierra
substation,-66.1119254,18.4341178,
substation,-66.0497426,18.4152232,
substation,-66.0434787,18.395925,Subestación Capuchino
substation,-65.9605404,18.3790633,Subestación Carolina Pueblo
substation,-66.1806706,18.3850002,
substation,-66.0754235,18.3890027,
substation,-66.072627,18.386556,
substation,-66.1579377,18.3981712,Subestación Bayamón Pueblo
substation,-66.148801,18.4543399,Subestación Palo Seco
substation,-66.1148225,18.432172,Subestación Amelia
substation,-66.1126064,18.4325108,
substation,-66.1286807,18.4399047,
substation,-66.1779877,18.4114275,Subestación CREA
substation,-66.0944607,18.3898712,Subestación Las Lomas
substation,-66.122335,18.399591,Subestación Juan Domingo
substation,-66.0444973,18.4463734,Subestación Luis Llorens Torres
substation,-66.0795597,18.4161793,Subestación Puerto Nuevo
substation,-66.0526512,18.4468921,Subestación Tapia
substation,-66.1830973,18.4067545,Subestación Hato Tejas
substation,-66.0494123,18.4272654,Subestación Las Monjas
substation,-65.9880558,18.4224154,Subestación Vistamar
substation,-66.091127,18.4510464,Subestación Isla Grande
substation,-66.1070722,18.4655061,Subestación Covadonga GIS
substation,-66.0885962,18.4144153,Subestación San Fernando
substation,-66.0990662,18.3980813,Subestación Summit Hills I
substation,-66.0990377,18.3984683,Subestación Summit Hills II
substation,-66.0188514,18.4043658,Subestación Villas Prades
substation,-65.9077903,18.4055241,Subestación Solar San Fermín
substation,-66.1073571,18.4096974,Subestación Caparra
substation,-66.0835376,18.4297729,Subestación Crematorio
substation,-66.1383639,18.4498106,Subestación Bayview
substation,-66.1396783,18.3771195,
substation,-66.1438748,18.3781849,Subestación Guaraguao
substation,-66.1364163,18.4152339,
substation,-65.9390135,18.3233049,Subestación Barrazas
substation,-66.0214758,18.3687666,
substation,-66.0238751,18.3711533,
substation,-66.0120743,18.3689792,
substation,-66.1664375,18.3713925,
substation,-66.156553,18.3826471,
substation,-66.1949539,18.417006,
substation,-66.1161046,18.40833,
substation,-66.0787554,18.400902,Subestación Reparto Metro
substation,-66.0167353,18.4415756,
substation,-66.0628957,18.4010601,Subestación Jardines Metropolitanos AEE
substation,-66.0249189,18.4405698,
substation,-66.1094276,18.4175684,
substation,-66.1051563,18.4270282,
substation,-66.1036448,18.4238106,
substation,-66.095291,18.451524,
substation,-66.2040818,18.3251796,Subestación Buena Vista
substation,-66.0866611,18.4328535,
substation,-66.0561074,18.396628,Subestación Venezuela
substation,-66.0596389,18.3940194,
substation,-66.0732258,18.4459183,
substation,-66.0469837,18.4235399,
substation,-66.0254867,18.4393446,
substation,-66.0070063,18.43142,Subeatacióon Los Ángeles
substation,-66.1699777,18.3927582,
substation,-66.0558698,18.4434083,
substation,-66.0232787,18.3984521,
substation,-66.0365525,18.4150447,
substation,-66.0434089,18.4105651,
substation,-66.0590979,18.3708138,
substation,-66.0171585,18.3280766,
water_works,-66.1197177,18.3758506,
water_works,-66.1904854,18.4371668,AAA
